page,fbid
Le Pois Penche,116861743816
Le Poké Station,283045745716189
"Le Pont Vert - L'épicerie, autrement.",278849466109640
Le Porc du Québec,122673311109640
Le Portage Matane,883666091709873
Le Pot - Papilles et Cocktails,731446170278233
Le Poulet du Québec,165716350144235
Le Progrès de Coaticook,132195856832043
Le Protecteur du citoyen,592335790831343
Le Punch Club,100044260877803
Le Quarante 7,180330914530
Le Quartanier Éditeur,176365962291
Le Quotidien,290633408116
Le Québec Bashing systémique,444591792329866
Le Québec Matin,682636768432850
Le Québec aux Québécois,1380784355489115
"Le Radar, l'hebdomadaire des Îles",226348384967
Le Reflet du Lac,120816134637957
Le Rendez-vous des Grandes Gueules,141641282547904
Le Revoir,1329072827227305
Le Ricaneux - Économusée des vins de petits fruits,183842476023
Le Rituel,260836544085178
Le Rose Pingouin,327937210552822
Le Rosemont,230062583804444
Le Rouge Poisson,210031459023978
Le Royal Bromont,187610224616554
Le Rêve du Diable,114089715269723
Le Sablon Plage et Camping,656291364438075
Le Saint Graal (Brasserie artisanale),143139195698756
Le Saint-Sau Pub Gourmand,542340289132299
Le Saint-Sulpice Hôtel Montréal,152486004780232
"Le Saisonnier, centre de plein air",130783153601812
Le Salon de la femme du Saguenay,599277110131023
Le Salon de la moto et du VTT de Québec,179078352110515
Le Salon du livre du Grand Sudbury,128971013807710
Le Salon du livre du Saguenay–Lac-Saint-Jean,133068923375774
Le Shack Beauté,132230174106936
Le Shack Du Pêcheur La Prairie,1539977116223019
Le Show de la Rentrée Desjardins,108841096102
Le Silo Epicerie Bio Vrac,753956294719341
Le Ski Show,299884307182870
Le Smoking Vallée,281192465278227
Le Soleil,192978590727638
Le Soleil de Châteauguay,275463874404
Le Souffleur De Sons,100050636102666
Le Stop Express,154182368558930
Le Stu-Dio,260817887857535
Le Studio Skyn,179620722621844
Le Tapageur,178819858865160
Le Tapis Rouge,140044093213388
Le Tapis rose,164613540217090
Le Temple,132875450156277
Le Tire-Bouchon Bistro Parisien,154351097949605
Le Tricheur,275748899129689
Le Trèfle Limoilou,272624620108174
Le Trèfle Noir Brasserie Artisanale,175936645814650
"Le Tusk, cuisine et bar",141047433212974
Le Téléjournal 18 h,107146536009839
Le Vent du Nord,73375118001
Le Verbe,1467904940166378
Le Vignoble du Ruisseau,1650934745196494
Le Village Historique Acadien de la Nouvelle-Écosse,133397506682950
Le Vin Papillon,142859465875613
Le Winston Band,292018907548148
Le Zénith Promutuel Assurance,433002226864408
Le bonnet des patriotes,623670131036336
Le canadien de Montréal,101483608038671
Le coeur a ses raisons: meilleurs moments,1521500901510803
"Le coup monté, à L'Assomption",989074777909233
"Le coup monté, à Repentigny",707721925955116
Le coureur nordique,46863674554
Le design floral,456428671100086
Le développement international du Canada - Affaires mondiales Canada,186855764739409
Le fil d'Ariane,184229082814
Le fils d'Adrien danse,28119313932
Le fumoir d'antan,509452269100151
Le hangar fumoir,270069713420533
Le jardin de mes pensées,852566584832133
Le loft des 4 pattes,311279469889
Le marathon de Thomas,483876871760030
Le monde de Benjamin,100053224156821
Le monde de la course,2222141938112681
Le nutritionniste urbain,100044456378697
Le petit paquet,299016793864422
Le ptit fendant à pomerleau,2174444346113377
Le pub du bon vivant,2331149610238620
"Le quad , la moto  ma passion",1483787888556835
Le sac de chips,574845642586113
"Le sexe fort, c'est la femme.",1448928185381212
Le spotted de Saint Jean sur Richelieu & environs,1400611480262378
Le sucre au four,127792947293448
Le village des valeurs québécoises,211602582353489
LeBron James Fans,1442897712653439
LeE HARVeY OsMOND,57882921011
Lead Consulting Group,119483811988420
Leaders Today,502566449790031
Leading Edge Credit Union,688227664527599
Leading Right,1941563826138305
Leadnow.ca,133690159980514
Leaf Racewear,133539410016814
Leaf Rapids,632319726811428
Leafs Feed,668901626541074
Leafs Nation,117457904992761
Leafs Rumours & Trades,303944646303725
League Alerts,242703245850567
League of Wolves,146767282021043
Leah Daniels,162631822167
"Leah Gazan, MP",319699015319311
Leah Taylor Roy,330155934542275
Leah West,100044526665694
Leahy,229662890553
Leake Auction Company,157844189973
Leamington Portuguese Community Club,106440462732757
Leanne Pelosi,192683897492634
LeapFrog Canada,192320930812115
Learn English with Bob the Canadian,156540188172608
Learn French at Lawless French,23663118155
Learnarabiconline.com,401076480009378
Learning Disabilities Society,298466861516
Learning In Life,1030703210316776
Learning Jungle Cambodia,567319029997238
Learning Tracks by Donya Metzger,172916319531508
Leaving Austin,100058100949155
Lebanese Association in North America-LANA,1408282266131543
Lebanese Festival Halifax,332685383528577
Lebanese Saints,105816340895
Lebanese in Vancouver,170983412967094
Lebanon Page,90936304129
Lebou gui histoire,360808864757670
LebronJamesfanclub23,1596558253768660
Lecavalier Petrone,1684328461838916
Lecile Harris,380828812003135
Leclair Studios,127376217276998
Leclerc,234960166557016
Led Zeppelin,131572223581891
Led Zeppelin ~ Ultimate Fan Page,193550207332391
Leduc Fire Fighter's Association,115892551938574
Leduc Fire Services,1643593725877749
Leduc Lethwei,1940039712940400
Leduc Rep,269144323162238
Lee Aaron Music,270213811866
Lee Hayward's Total Fitness Bodybuilding,44374204262
Lee Horbachewski,100058027273174
Lee Oskar Harmonicas,120679114676962
Lee Stuart,1487314611591594
Lee Valley Tools,128340867219485
Lee and Maria's,120978684615590
Leela Sharon Aheer,1595039567375763
LeelaLicious,124965127572661
"Leen""s Fashion",227232024501232
Leendadproductions,411648352218391
Leeroy Stagger,259596277443661
Lefebvre's Source For Adventure,209389742513326
Left Behind,410655045667825
Left Hand Willy,213586015699384
Left Lane Prius,135128156638213
Left Spine Down,7096062151
Lefty's Fresh Food,236807864492
Legacy,105647132949551
Legend Boats,69625041600
Legend Tours Ltd,137332849811125
Legendairy Milk,936705649698158
Legendary Motorcar Company,134665079887263
Legends of Horror,1748105185437876
Legend’s Gate,117654018248026
Legoland Discovery Center,321097967968702
Legs for Literacy Courir pour Lire,355027380703
Leguano Barefoot Shoes,1388923434756925
Leif Vollebekk,37840056067
Leila Alcasid,1611665505530061
Leila Gouchi,582148188491851
Leinster Productions,1558654027780417
Leis Landscaping Yard & Country Store,1015203458498474
Leisure Days RV Centre Truro,127142511346092
Leisure Farms,307877659614
Leisure Travel Vans,163224337037144
Lektrique,100047027325382
Lele Pons,1519334114988183
Lelise Disassa Marketing,108476287561648
Lemercier Amos,2117423255004394
Lemon Bucket Orkestra,178414838837902
Lemonades,1599071793640690
"Len Webber, MP",39832652472
Len's Mill Stores,111128042283066
Lena & Mae Bridal,171351413396907
Lena Scissorhands,279655182153612
Lenarr,100044363142664
Lendemain de veille,153934274650956
LendingBear,145527245641143
Lenier Musica,979380915502840
Lennie Gallant,6605837770
Lennon Stella,100044235439133
Lennox Island First Nation - Band Administration Office,184136845259627
Lennox Lewis,100044290696342
Lennox and Addington County,94836587181
Lenny Breau,347176895294
"Lenore Zann, Politician",1048227155194350
Leo D'Rock,100057304396530
Leo Wood,347246255317484
Leohnart,706191069469571
Leon Fontaine,202137296520711
Leon's Bathurst,115298096836074
Leon's Furniture Fredericton,103106546393028
Leon's Furniture Kingston,113477125397942
Leon's Furniture Trenton,729147937117063
Leon's Orillia,194213340615940
Leon's Owen Sound,166207053434723
Leon's Peterborough,1114267368634867
Leon's/Léon,211317552288105
Leona Alleslev,1434662870122672
Leonard Doroftei Oficial,100057491347515
Leonard Peltier's Support Group,73575606990
Leonard Sumner,112729818748927
Leovan Design,471823932855679
Lerion Music,150768078880865
Leroy Sibbles,197359757001823
Leroy West Ministries,288210454854628
Lerycal,1773501406089934
Les 2 Rives,133524939991445
Les 4 Chevaliers Easton,120388664831610
Les 7 doigts de la main,116307301719798
Les AS de la réussite     -       Aide scolaire à domicile,101400909943315
Les Affaires,100306918236
Les Algériens,165767900272975
Les Algériens de ℳontréal et du Canada,604168086328868
Les Aliments La Brochette,142889792475716
Les Aliments Lesters,301315683344264
Les Aliments Parador Foods Inc.,104832937855384
Les Amis de Felix Tshisekedi,1641842862784052
Les Amis du Jardin botanique de Montréal,125900544146000
Les Anticipateurs,148985211785280
Les Appendices,100044546854721
Les Archives de Radio-Canada,7084906051
Les As du Fumoir,1701575216827718
Les Autos,129610583881186
Les Aventures Liguoriennes,294184538302
Les Bains De Marrakech,127262227336270
Les Banques alimentaires du Québec,191829850849334
Les Barbares,897108793706656
Les Beaux Proverbes,256761087740694
Les Becs Sucrés-Salés,198360266876171
Les Belles Combines,922960991082535
Les Blagues BuzzBombe,671557146255159
Les Botanistes,1100580623452947
Les Breastfeeders,6920374209
Les Brunchs de Mathieu,1216944484991278
Les Bâtards du nord,191218844228282
Les Chalets St-Fulgence,122478327787404
Les Charbonniers de l'enfer,133029419254
Les Chefs,500911100726
Les Chercheurs d'Or,150232722087
Les Chiens de Ruelles,120292024784357
Les Chocolats Clair de Lune,150702991638347
Les Colocs,29256980111
Les Composantes Du Lac,1425216487786652
Les Congolaises en Pagne et Divers,546355048721365
Les Contrebandiers Boissonnerie Gourmande,1714956885391905
Les Correspondances d'Eastman,11457183861
Les Costauds,1931766710387516
Les Coulisses du pouvoir,183625745106030
Les Courses Virtuelles,1696723193966421
Les Cowboys Fringants,100044464328131
Les Coyotes de La Cité,155926677832459
Les Cuisines Roi Kitchens,152293201494424
Les Cultures de chez nous,968030639885075
Les Dales Hawerchuk,51068800915
Les Denis Drolet,100044445279090
Les Deuxluxes,100047083058583
Les Différents,326117501171331
Les Dynamix,401994079905250
Les Débrouillards,158331577801
Les Défis du Parc,599146796828616
Les Dépanneurs du Groupe PARÉ,758889610797494
Les Enfants Terribles,94541892680
Les Enfarinés,309324435916179
Les Entreprises Lachance,269500046401308
Les Fabuleuses - Créations Québécoises,1734755899917516
Les Fermes Lufa,114862168577042
Les Fermes Marcello,102009449909728
Les Fermes Érable et Sucre,338616763468389
Les Festifs - Les plus belles photos d'événements et où sortir au Québec,267624124523
Les Ficelles,1865282830192216
Les Films Séville,123536567687732
Les Films du 3 Mars,165269563583562
Les Fils Du Facteur,310623842290971
Les Flavoureux - Traiteur gourmet,642785969102434
Les Francouvertes,119023674780436
Les Francs-Tireurs,167072624440
Les Fraîches du Québec,451518358207852
Les Fêtes Gourmandes Desjardins de Neuville,147821618655700
Les Fêtes de la Nouvelle-France,101899046512936
Les Galeries de la Capitale,158927444168321
Les Galeries de la Chaudière,1550740768536631
Les Galeries du Cap,176916832357013
Les Gardiens de la rue,382049008611193
Les Gars de Saucisse,325735674201061
Les Givrés,151735128205606
Les Glaceurs,213964511968831
Les Gourmands AAA,103611274626408
Les Grandes Crues,1243234505702440
Les Grandes Gueules,8470018430
Les Grands Ballets Canadiens de Montréal,119210371822
Les Grands Feux du Casino Lac-Leamy Sound of Light,244223355670984
Les Grands Hurleurs,149318044222
Les Grillades à Poudrette,1436971383221893
Les Hay Babies,100044223324155
Les Hôtels JARO,120397344668545
Les Hôtesses d'Hilaire,184249971629152
Les Impatients,305511538394
Les Jacks,491816617694803
Les Jardineries,186565168406171
Les Jardins Sauvages,248095141898722
Les Jardins de l'Oise,332579943530
Les Lectures de Sylvie,201183710225901
Les Louanges,1134832603197843
Les Magasins Korvette Ltée,218813694956931
Les Magnifiques,259921577884440
Les Maisons,332088116982339
Les Maisons Nordique Inc.,125677580805152
Les Maltcommodes,135789656474596
Les Marchés Tradition,160969674466527
Les Martyrs de Marde,476466472503731
Les Mauvaises Herbes - Les Trappeuses,164239587106721
Les Monstres à Câlins,677198272357990
Les Morissette,218378448329136
Les Mots Positifs,100510906761717
Les Moulins de Soulanges,119794081428343
Les Mystères de l'Occulte,100053492509118
Les Mères Testeuses par Marie-Josée,100044423859736
Les Neurones atomiques,124629317589749
Les News De Stars Congolaise,924743907579027
Les Nouvelles Esthétiques Canada,365163043500431
Les Oeuvres Jean Lafrance,381213581889061
Les Oranais du Canada,1247793742058793
Les OutsiderZ,182513512155877
Les P'tits bonheurs de la vie.,216538638357575
Les Passagers,489899634363501
Les Pays d'en haut - La série,348598745345377
Les Petites Tounes,17830347261
Les Petits Frères / Province de Québec,300615373391707
Les Petits Pots de l'Ogooué,1661756650739828
Les Pictogrammes,125707087451644
Les Piles-Poils,536329913159660
Les Plus Belles Citations,290690551049725
Les Premiers Vendredis,1549914691945507
Les Prix de la création Radio-Canada,255503127796782
Les Producteurs de lait du Québec,1356651331039939
Les Promenades Beauport,583083495115287
Les Promenades Gatineau,173606589323289
Les Pros de la Pout,1632782783663668
Les Québécois pour l'indépendance de l'Écosse et de la Catalogne,210664682388634
Les Rats d'Swompe,620961991367651
Les Recettes Paumées,385423924969494
Les Rivières,170303376350010
Les Roses,1789470634669756
Les Résidences Distinction,1694767837482197
Les Résidences Soleil - Groupe Savoie,344485585568943
Les Révoltés du Québec,1386662408231854
Les Rôtisseries Benny,263215177103886
Les Rôtisseries Duhamel,115903578493909
Les Serres de l'Éden Inc.,404604082885188
Les Shirley,579091259120329
Les Soeurs Dufour-Lapointe,100044574963225
Les Soeurs en Vrac,179275942121215
Les Sozi,95460690722
Les Spécialistes de l'électroménager,535461023215872
Les Sélections Puro-Vino,2003508296541858
Les Textes de Camara Laye,472046220266739
Les Thés DAVIDsTEA,90167684230
Les Tigres de Victoriaville,82127552331
Les Tireux d'Roches,10905761731
Les Toiles Décor,522824764533480
Les Trois Accords,12171521188
Les Trouvailles D'Emilie,1686566691436461
Les Trouvailles de Sarah,250818748434212
Les Violons du Roy,145054928839778
Les Voilées Fashion,371348399739616
Les Vols d'Alexi,133763657238385
Les Vérités Occultées,672061146262041
Les Zapartistes,454321001256329
Les Zerbes Folles,1699271913685282
Les beaux malaises,158803497641107
Les bonnes affaires,108794900827715
Les bou d'ail,1649287435301726
Les candidats du paradis firdaws,424753034336168
Les chocolats Pearson,1092035174254650
Les chroniques de Majda,100044669754346
Les comités des usagers du CIUSSS du Saguenay−Lac-Saint-Jean,1654759018121981
Les délires d’une guinéenne,293718141507221
Les dénonciateurs pandémiques,107496621213439
Les enfants de la télé,136417356400871
Les engagés publics,559518311068324
Les fines herbes par daniel,1173734489331610
Les fous-braques,974715342626443
Les libraires,122514941094661
Les locations de La cuisine de Jack,106305149574655
Les marchés LE RANG 4,360531070728845
Les meilleurs trucs,825878120916835
Les musées d'histoire de Montréal,174528862883865
Les musées du Québec,85134304289
Les p'tits mots-dits,1527645404162303
"Les petits délices à Nancy ,Gâteaux et Pâtisseries, Sainte-Anne des Plaines",121829167859919
Les productions Fusion Productions,947206588676281
Les soeurs Boulay,100044966200448
Les sœurs musulmanes,100412911521449
Les textes de Noémie.,282752908509902
Les trois chefs Maître Traiteur,361508233890713
Les trésors cachés de la Gaspésie,252513389762
Les viandes P.P. Hallé,578718652162520
Les vins Bù,364921080608838
Les Éditeurs réunis,616998328421061
Les Éditions Ariane,274247742599408
Les Éditions La Presse,878909358862189
Les Éditions Marchand de feuilles,180747482440
Les Éditions Passe-Temps,127598917332945
Les Éditions de Mortagne,220635598113640
Les Éditions de l'Homme,102439832238
Les Éditions de la Bagnole,47522970297
Les Éditions du Journal,184088181936327
Les Églises Chrétiennes de Dieu - CCG,378935995614717
Les Éleveurs de volailles du Québec,280483716012381
Les éditions JCL,119470338132153
LesPAC,132466863449153
Lesley Stowe Raincoast Crisps,54544334443
LesleytheBirdNerd,277249439041514
Leslie Odom Jr.,732199436815141
Leslie Yip 葉子青,100057957195156
Leslieville BIA,136024416450050
Lessons Learned In Life Inc.,109759299095785
Let The Quran Speak,318118341668964
Let us stop the spread of Coronavirus,109441860694265
Let's Animate,486854078018298
Let's Bowl,121583209103
Let's Get Logical,168726876892442
Let's Go BC,1036559769708379
Let's Go Blackhawks !,124524990907129
Let's Go Bruins !,120538557964780
Let's Go Flyers !,108535075858445
Let's Go Outdoors Alberta,123196301136465
Let's Remember Adam STOP for the School BUS,1374424812876077
"Let's Talk About Myths, Baby",307517939657860
Let's Talk Energy - Parlons énergie,537684232926080
Let's Talk Science,200953526246
Lethbridge & Southern Alberta Crime Stoppers,190255391008552
Lethbridge Animal Services,559910924020549
Lethbridge College,106545669375398
Lethbridge College Kodiaks,791864504182786
Lethbridge Farmers' Market,102040848187034
Lethbridge Fire and Emergency Services,103965559672505
Lethbridge Herald,122330921121943
Lethbridge Hurricanes Hockey Club,143352349039229
Lethbridge Hyundai,116802349696146
Lethbridge News Now,1719278291625560
Lethbridge Police Service,337834169611199
Lethbridge Pride Fest,117485328270758
Lethbridge Public Library,154127031355770
Lethbridge Toyota,159350117452154
Lethbridge and District Humane Society,51876522490
Leticia shop,244259889105244
Letras Anonimas,1739342496365638
Lets Take Back Our Power Canada,806031852808481
LetsStopAIDS,6806611165
Letterkenny - Figure It Out,1050115258527861
Letterkenny Problems,591541370880457
Letto Rosine,100050218491394
"Lettres à mon pays, l'Ile de Madagascar",223457357824434
Let’s Get Your Shift Together,2258860644374693
Let’s Travel,114959679887501
Leucan,457176067640191
Leucan Abitibi-Témiscamingue,166472470155759
Leucan Estrie,103069089840973
Leucan Laurentides-Lanaudière,130805103731228
Leucan Montérégie,414285111951902
Leucan Outaouais,273149109458383
Leucan Région Québec,279317822183383
Lev Gleason,785421728198624
Levallois Beauty,114366041944387
Level 10 Eurospa,105928992716
Level Ground Trading,138391845086
Level Six,95502266703
Level5 Tools,820919941257610
Levi Rowan,141281563003531
Levi Simpson,544739882324757
Levi coralynn,100554085021493
Levi's,514608705295094
Levia Wellness Spa,613593495458870
Levine Bros. Plumbing,116677321686530
Levitating Moon,118168625649448
Lex & Wood,742278035823659
Lex Leosis,141129612629376
Lexibar,255114471249627
Lexie Tai,100045124935270
Lexus Canada,456396701102719
Lexus Enthusiast,80110827633
Lexus Laval,112807068807944
Lexus Of Oakville,211125002243429
Lexus South Pointe,333389936759611
Lexus of Calgary,163115277037333
Lexus of Edmonton,485249804829517
Lexus of Richmond Hill,189688091049886
Leyla Santillan,100050493879513
Lez Spread The Word,188171341281231
Lfercha,288189418327962
Lhasa De Sela,100045565296116
Lheidli T'enneh,520824111373669
Lhomme femelle,121425075920596
Li e gostei.,194276533995781
Li'l Woodzeez,442718826076064
LiBeiroot,227440301060013
LiUNA Canada,333840090057298
LiUNA1611,1410896935861129
LiVE 88.5 FM,21678900074
Lia Reese Canada,105739816235560
Liam Corcoran,881438628544319
Liam Gallagher,299525970478678
Liana Bureau,1624712937756966
Lianne Hoogenboom Realty Executives Huron County,110076013736583
Lianne La Havas,154893241236331
Lianne Rood MP,331408977726621
Liard First Nation,1950759678514930
Libby & Co.,734619776888957
Liberal Party of Canada | Parti libéral du Canada,60266912006
"Liberal, Not Lefty",297723230683487
Liberals Exposed,365650554171628
Liberals and Conservatives and Centrists Are Wrong,593539834366149
Libertarian Party of Canada - Parti Libertarien du Canada,131398696978306
Liberte en VR,413357182334863
Liberty Nancy - PPC Candidate,312798922949690
Liberty Now,645700579144936
Liberty Wine Merchants,10222788426
Liberty's Gears,260764380672227
Liberté Canada,112327635509418
"Librairie Carpe Diem, coopérative de solidarité",675190422552713
Librairie Gallimard Montreal,166042683421444
Librairie La Liberté,141541299193852
Librairie Le Fureteur,217031195095421
Librairie Le Port de tête,114270855302485
Librairie Martin,144330952330813
Librairie Monet,110163742380382
Librairie Olivieri,120110048660
Librairie Pantoute,215698381794928
Librairie Paulines,186551811366590
Library Voices,25889251432
Library and Archives Canada,383985531647785
"Libre, Zen et Heureux",1072549796117275
Libreglasstogo,69388811639
Libro Credit Union,52542146450
Libyan Canadian ليبي كندي,112779553435668
Libyan Emergency Medicine Association الجمعية الليبية لطب الطوارئ,783984938304704
Libyan Professional Barista. باريستا محترفين من ليبيا,2387788064778021
Libyano Banana,114740240271531
Lickman Liquor Store,1485376661674678
Licks Ice Cream Patio,129949830372703
Liderazgo Vida,167623593593008
Lido Theatre,116949248368697
Lierac Paris,218855950318
Lieu historique national de la Grosse-Île et le Mémorial des Irlandais,1557098337950119
Lieu historique national des Fortifications-de-Québec,1575687139423121
"Lieux historiques nationaux au Québec, Parcs Canada",1877025849203790
Life According to Esther,1808510752497526
Life After Mormonism,145106285543081
Life Before Work Travel,5747287621
Life Defenders Newfoundland & Abroad,897832566960470
Life In Nicaragua,170013570331649
Life In Pleasantville,142434632484380
Life Made Sweeter,529520007078312
Life Of A Server,409664515855104
Life Radio CJFY,1423597047863210
Life SalonSpa,151121241611744
Life Stories,205341043571651
Life Without Plastic,113718842918
Life all over the map,449969728528848
Life is Like Sailing,143804529125773
Life is Worth Living Foundation Inc.,122014588501126
Life loving page,551257328681920
Life of Your Choice,190081748435021
Life quotes to live by,127281727378130
Life with Shih Tzus,640926212727213
Life's A Glitch TV,100050241800164
Life's Simple Ingredient,1537987676234711
"Life, wine and being a Mom",224268980961941
LifeCanada,261835447215975
LifeVancouver (ライフバンクーバー),226505930718134
Lifemark,222373308714
Lifestory:Monologue,22646438879
Lifestyle Markets,76497143018
Lifestyleyyc,448068335306850
Light Spectrum,346430149519184
Light of Life,1300927289960117
Lighthouse Labs,301291213341985
Lightspeed HQ,142437939177650
Ligue La Leche,15028048727
Ligue de Hockey Junior AAA du Québec,238582136184884
Ligue de hockey midget AAA du Québec,261580960523200
Ligue des Droits et Libertés,294239010660184
Liisa Ladouceur,410580582357654
Likambonamabelé,100050324176698
Like Moi,1684906915065580
"Like This If You Like, Love, or Miss Someone",341861412505233
Like it Buy it,1589932774565161
Lil Baby,858660534290000
Lil Bam,233435324160036
Lil Char and the Gang,1178257622274860
Lil Def,1982920428619654
Lil Durk,100044339413787
Lil Gotit,1378406038970779
Lil Helper,242729442440380
Lil Jon,194411769026
Lil Keed,283251328948319
Lil Mosey,238686676874126
Lil Poppa,114715823246939
Lil Skies,1681734165190675
Lil Snupe,100044440807334
Lil Supa,211739165558722
Lil Tjay,372381533382500
Lil Uzi Vert,487555484786554
Lil Yachty,1057669960942979
Lil Zay Osama,1983154698628634
Lil' Miss Sass,120350004800628
Lilac Resort Ltd.,198746785924
Lili-Ann De Francesco,599088950237414
Lilia Al Atrash,100044489313873
Liliana Suciu,2349143305107927
Lilianne Lingerie,161118580613307
Liliya Ianovskaia,100044285236834
Lillian Liu Photography,401077236599097
Lilly & Frank,396277113828086
Lillypost,625623227614252
Lily Frost Music,203188109700562
Lily The Mother Goat,1903999863161241
Lilydale Canada,1227848563934701
Limblifter,342391849177653
Limeapple,189378198722
Limitless Core,1840536329290260
Limoilou En Vrac,1642190842676500
Lina Fouro,226155757454826
Lina Marulanda,30174445644
Linamar Corporation,842859172456138
Lincoln Urgent Care,2071956412881198
Linda Carone,1414131448597668
Linda Lapointe,1605859372964304
Linda Montpetit,213167292744411
"Lindell Smith, Councillor District 8 - Peninsula North",1684951925085815
Lindemann Chimney Heating & Cooling,143818175459
Lindi Ortega,100046934958462
Lindito,1451283251815923
Lindork - Linda Hoang,1554597001484527
Lindsay Barr,37660297786
Lindsay Beaver,250818748943624
Lindsay Exhibition,441111792589419
Lindsay Farmers' Market. Since 1859.,546603295467315
Lindsay Ferguson,13598356995
Lindsay Foster Photography,100050499309094
Lindsay Mathyssen,1407095066250570
Lindsay Schoolcraft,156272521082180
Lindsay Wagner,100044178366784
Lindsey Park,1210892265694992
Lindt,437001465120
Line 2000 Graphix - L2G,227384647274349
Linea Intima,96274444572
Linen Chest,129884190403687
Lingerie Emma,151251994892700
Linkin Park,8210451787
Linking Lives Inc.,889920034451287
Links of Kent Golf Club & Event Centre,196607120379095
Lintendo,100050472070584
Linus Entertainment,300848676785593
Linux Professional Institute (LPI),215021328528418
Lion Bear Fox,243196422492863
Lion Trod Roots Station,273840849449792
Lion World Travel,104767144899
Lion's Roar,324301814399479
Lionel Carmant - Député de Taillon,431847300560076
Lionel Sanders-Professional Triathlete,100044441109202
LionelMessi Football Fans Club,182174275721133
Lionhearts Inc.,134478063831829
Lions Gate Chorus,36866178006
Lions Gate Hospital Foundation,155580828694
Lions MMA Vancouver,427419910680339
Lions indomptables,1475228526024405
Lipstick & Earrings and Lizzie's Boutique,964198813662751
Liquid Mayhem,260245860819516
Liquidation Warehouse,100807705105638
Liquor Planet,1465759770314395
"Liquor, Girls and Fuckin' Video Games",451641451530201
Lisa Beare,533231696782107
Lisa Drader-Murphy,141050812616477
Lisa Dutton,866522306724144
Lisa Gretzky,644051515647621
Lisa Harris,538472752960885
Lisa Jeffs,866011563420254
Lisa Lambert,785215718222751
Lisa Lavie,42096804971
Lisa LeBlanc,100044323181783
Lisa Lisson,100057721373238
Lisa Lou Who,100044207087539
Lisa MacLeod,149725471709646
Lisa Mark Realtor - Oak & Co.,96922370486
Lisa Nicole,159272503656
Lisa Raitt,26847738324
Lisa S,153123704737554
Lisa Thompson,351642404854198
Lisa Unger,100050504078861
Lisa's Playhouse & Tír na nÓg Forest School : Sussex,112332808824202
Lisapo ya Kama-Histoire Africaine,170981123072691
Lisapo ya Kama-Histoire Africaine 4,626113254168379
Lisbon Lux Records,541338942550455
Liscombe Lodge Resort Nova Scotia,116811188331416
Lise Dion page officielle,100044297446224
Lise Thériault,224998414179514
Lise Watier Cosmétiques,11321440562
Lisette & Tyler,861611923935587
Lisette L Montréal,217150828309356
Lissa DJ LyLy (Officiel),303961579654856
Listen to Lena,180189285329812
Listowel Banner,1850434675212374
Listuguj Mi'gmaq Government,226640195327
Listverse,139591922741424
Lit AF Comedy,1421903184538471
Lit Cosmetics,45978364949
Literacy Coalition of New Brunswick,35154741794
LitterLocker Canada,292810374143729
Litterbox Massacre,418043522263972
Little & Lively,336537133203373
Little Angel,973232156057299
Little Angel - Español,2198373597079181
Little BIG,100044378378007
Little Bear Medicine Lodge,282769305214604
Little Burgundy Shoes,31226812629
Little Cats Lost (Trap-Neuter-Return) Society,180702381950969
Little Church Mouse,612153758839841
Little Cities,495225770589830
Little Cupcakes In Car Seats,113114509316564
Little Destroyer,214552661915964
Little Einstein's Babysitters and Nannies,1338784362908613
Little Einsteins Videos,518261051650119
Little Green Men,463619410344497
Little India Restaurant,124259190949118
Little Kitchen Academy,374582249704659
Little Lads & Ladies SA,1157080437722067
Little League Canada,137589529592785
Little Life Box,637219752964377
Little Live- Canada,530555713711364
Little Maples Children's Boutique,229864637040449
Little Miss Higgins,165784093474078
Little Miss Ottawa,223567511409147
Little Mix,126963587405355
Little Mountain Sportsplex,113815478703702
Little Northern Bakehouse,578807712230537
Little Qualicum Cheeseworks,310969434234
Little RES Q,310134623987
Little Ray's Nature Centre,70322645099
Little Red River Cree Nation,130710187682339
Little Rock Printing,114991955255527
Little Texas Roadhouse Bar & Grill,1576940389266889
Little Warriors,12253343737
Little loper’s,1138383356291781
Littoral - Hôtel & Spa,6535092468
Liuna 625,497861030336529
Liuna Construction & General Workers Union Local No.92,261325607213643
Liuna Local 1089,112679973486556
Liv for Cake.,1525048794380874
Live Clean,113548988706927
Live Dans Ton Salon,112259180637896
Live Dudes,1251857254845630
Live Edge Timber Co. / La Cie de Bois Live Edge,907752606014603
Live Event Community,104746877820958
Live Green Toronto,523759930975171
Live Life InTents,866508333461027
Live Love Fruit,280111562041467
Live MTL,587416224609538
Live Mana Worldwide Foundation,1174625662609310
Live Nation Alberta,150861348301896
Live Nation British Columbia,118713114254
Live Nation Dallas,118061881715
Live Nation Fans,612850235556853
Live Nation Ontario,106277896865
Live Nation Saskatchewan & Manitoba,180776121952911
Live Oak International,178788878933292
Live With Irfan Butt,760472637656181
Live Yoga,236028198846
LiveFit Foods,1656511681247444
LiveWire Calgary,438975316564270
LiveWorkPlay,38181402771
Liverpool Regional High School,133284996822563
Liverpool Resto Billard Night Life,162368550447380
Liverpoolfc Proud News&speculation&transfer,138806056193884
Livestock,138926816281
Livia Martin,846554218833095
Livify,537412939712064
Living Abroad in New Zealand,39907667188
Living Better,189221434452959
Living Dead Girl,100057676770926
Living Forest Oceanside Campground & RV Park,136625986394418
Living From Heart Center,178856848916526
Living Joyfully,400897299996027
Living Libations,144777285559133
